annee_numero_de_tirage;jour_de_tirage;date_de_tirage;date_de_forclusion;boule_1;boule_2;boule_3;boule_4;boule_5;etoile_1;etoile_2;boules_gagnantes_en_ordre_croissant;etoiles_gagnantes_en_ordre_croissant;nombre_de_gagnant_au_rang1_en_france;nombre_de_gagnant_au_rang1_en_europe;rapport_du_rang1;nombre_de_gagnant_au_rang2_en_france;nombre_de_gagnant_au_rang2_en_europe;rapport_du_rang2;nombre_de_gagnant_au_rang3_en_france;nombre_de_gagnant_au_rang3_en_europe;rapport_du_rang3;nombre_de_gagnant_au_rang4_en_france;nombre_de_gagnant_au_rang4_en_europe;rapport_du_rang4;nombre_de_gagnant_au_rang5_en_france;nombre_de_gagnant_au_rang5_en_europe;rapport_du_rang5;nombre_de_gagnant_au_rang6_en_france;nombre_de_gagnant_au_rang6_en_europe;rapport_du_rang6;nombre_de_gagnant_au_rang7_en_france;nombre_de_gagnant_au_rang7_en_europe;rapport_du_rang7;nombre_de_gagnant_au_rang8_en_france;nombre_de_gagnant_au_rang8_en_europe;rapport_du_rang8;nombre_de_gagnant_au_rang9_en_france;nombre_de_gagnant_au_rang9_en_europe;rapport_du_rang9;nombre_de_gagnant_au_rang10_en_france;nombre_de_gagnant_au_rang10_en_europe;rapport_du_rang10;nombre_de_gagnant_au_rang11_en_france;nombre_de_gagnant_au_rang11_en_europe;rapport_du_rang11;nombre_de_gagnant_au_rang12_en_france;nombre_de_gagnant_au_rang12_en_europe;rapport_du_rang12;nombre_de_gagnant_au_rang13_en_france;nombre_de_gagnant_au_rang13_en_europe;rapport_du_rang13;numero_My_Million;devise;
2016012;MARDI   ;09/02/2016;10/04/2016;9;6;13;28;37;4;5;-6-9-13-28-37-;-4-5-;0;0;0;1;2;514786,7;4;16;21449,4;7;46;3730,3;236;1067;140,7;442;1893;79,3;509;2178;49,2;6144;28850;17,1;9447;43410;10,8;17604;77521;10,2;26932;136291;10,2;117320;565603;6,6;219792;1018989;3,7;OL0069992;eur;
2016011;VENDREDI;05/02/2016;06/04/2016;46;32;27;3;41;4;8;-3-27-32-41-46-;-4-8-;0;0;0;0;2;778378,2;3;8;64864,8;12;60;4324,3;178;887;255,9;381;1662;136,5;514;2405;67,4;8592;38320;19,4;10157;42708;16,7;17712;82686;14,5;53018;222426;9,4;144331;636653;8,9;291766;1275854;4,5;SX6418727,LI7232171,KH2566499,NG1573362,DU7438607;eur;
2016010;MARDI   ;02/02/2016;03/04/2016;36;21;10;6;9;6;2;-6-9-10-21-36-;-2-6-;0;1;15000000;0;5;224091,3;2;7;53355;9;62;3011,9;245;987;165,5;386;1722;94,8;696;2870;40,6;9297;38338;14;10660;44127;11,6;18549;77614;11,1;43320;179456;8,4;137704;572734;7,1;256097;1080519;3,8;ME5314003,PY9314689,RQ2026528,LC8410781,JT3138022;eur;
2016009;VENDREDI;29/01/2016;30/03/2016;29;32;23;1;5;1;7;-1-5-23-29-32-;-1-7-;1;2;66188316;1;6;408293,6;1;5;163317,4;31;97;4209,2;332;1906;187,4;584;3260;109,5;1006;4692;54,3;14612;67867;17,2;16744;86627;12,9;28219;159592;11,8;69288;339210;9,7;228717;1219495;7,3;399630;2294832;4;OK4775732;eur;
2016008;MARDI   ;26/01/2016;27/03/2016;15;40;24;48;38;2;9;-15-24-38-40-48-;-2-9-;0;0;0;0;0;0;1;16;139344,6;8;48;5806;137;959;254,2;323;2016;120,9;382;2418;72;6428;39834;20,1;7173;47410;16,1;14702;93067;13,8;37204;221496;10,2;112120;717630;8,5;222848;1406007;4,4;UD4606461;eur;
2016007;VENDREDI;22/01/2016;23/03/2016;27;10;30;47;12;9;8;-10-12-27-30-47-;-8-9-;0;0;0;2;8;259148,9;5;13;53158,7;21;85;4065;329;1715;176,2;694;3303;91,5;638;3369;64,1;8624;48970;20,2;14970;75976;12,5;28463;142206;11,2;42289;246945;11,3;201903;1067097;7,1;380422;1986302;3,9;OI5939456;eur;
2016006;MARDI   ;19/01/2016;20/03/2016;2;30;38;43;46;7;2;-2-30-38-43-46-;-2-7-;0;0;0;0;2;685000,7;0;9;50740,7;6;36;6342,5;104;702;284,6;186;1351;147,8;402;2222;64,2;6946;36527;17,9;5869;35497;17,6;10677;69601;15,1;43207;219676;8,4;91874;551367;9,1;162535;1031287;4,9;VY5846832;eur;
2016005;VENDREDI;15/01/2016;16/03/2016;43;38;19;10;46;1;11;-10-19-38-43-46-;-1-11-;0;0;0;1;4;458316,4;3;9;67898,7;13;59;5178,7;158;912;293,1;403;2178;122,7;416;2319;82,3;6518;35779;24,5;7639;44558;18,8;18896;105438;13,4;37819;205054;12,1;118990;679503;9,8;299618;1643761;4,1;KF0375027;eur;
2016004;MARDI   ;12/01/2016;13/03/2016;2;10;30;44;1;1;8;-1-2-10-30-44-;-1-8-;0;0;0;0;0;0;1;2;833543,7;10;47;4433,7;148;828;220,2;289;1569;116,2;428;2190;59,4;6216;31161;19,2;8948;43218;13,2;15115;77736;12,3;30444;159083;10,6;113453;593305;7,7;216330;1141910;4,1;UO0678877;eur;
2016003;VENDREDI;08/01/2016;09/03/2016;35;33;26;40;5;3;8;-5-26-33-35-40-;-3-8-;0;0;0;0;0;0;0;6;382841,8;13;54;5317,2;186;1060;237;310;2015;124,6;534;3263;54,9;8169;48968;16,8;8348;51438;15,3;15481;95268;13,9;46437;269589;8,6;132691;778540;8,1;245279;1445469;4,4;DC7851819;eur;
2016002;MARDI   ;05/01/2016;06/03/2016;36;10;6;39;31;6;10;-6-10-31-36-39-;-6-10-;0;0;0;2;2;585428;1;2;195142,6;9;50;3902,8;106;622;274,5;211;1308;130,5;321;1913;63,7;4512;25865;21,6;5223;31029;17,2;11164;65145;13,8;20755;125121;12,6;84995;481036;8,9;180069;1019021;4,3;EF7876387;eur;
2016001;VENDREDI;01/01/2016;02/03/2016;44;37;38;39;4;4;7;-4-37-38-39-44-;-4-7-;0;0;0;2;6;243807,3;6;10;48761,4;9;51;4780,5;168;861;247,7;286;1770;120,5;545;2758;55,2;8506;41595;16,8;7160;40591;16,5;14314;87481;12,8;51079;236672;8,3;114007;611546;8,7;203601;1154641;4,7;TR5277485;eur;
2015104;MARDI   ;29/12/2015;28/02/2016;5;36;32;31;20;6;7;-5-20-31-32-36-;-6-7-;0;0;0;2;4;279268,8;2;10;37235,8;3;31;6005,7;94;560;290,9;185;1129;144,2;233;1504;77,3;4166;24265;22;5164;30546;16,7;9377;57321;15;25139;140078;10,7;88171;493102;8,3;155734;910781;4,5;QL2327014;eur;
2015103;VENDREDI;25/12/2015;24/02/2016;10;27;40;3;25;9;3;-3-10-25-27-40-;-3-9-;0;0;0;1;7;212036,9;1;7;70678,9;13;94;2631,6;260;1492;145;424;2538;85,2;754;3857;40;9892;51941;13,6;10637;58147;11,6;17648;102024;11,2;46327;251145;8;137061;776749;7;247203;1417161;3,9;PY2478509;eur;
2015102;MARDI   ;22/12/2015;21/02/2016;19;41;18;40;20;7;10;-18-19-20-40-41-;-7-10-;0;0;0;2;5;221867,1;2;6;61629,7;5;31;5964,1;91;624;259,2;189;1202;134,5;235;1359;85;3870;22046;24,1;4598;28753;17,6;9538;59773;14,3;22766;123084;12,2;79931;461542;8,8;160686;953657;4,3;UU6114415;eur;
2015101;VENDREDI;18/12/2015;17/02/2016;22;6;26;29;48;5;6;-6-22-26-29-48-;-5-6-;0;1;83228800;0;4;457291;0;9;67746,8;9;67;4550,1;227;1286;207,4;384;2242;118,9;547;3173;60;8535;47033;18,6;11569;61931;13,5;19284;105026;13,4;41516;240702;10,2;172121;908022;7,3;297532;1572255;4,3;VA3590342;eur;
2015100;MARDI   ;15/12/2015;14/02/2016;11;27;35;8;23;4;11;-8-11-23-27-35-;-4-11-;0;0;0;1;3;419210,1;1;13;32246,9;9;50;4192,1;212;1171;156,6;547;2956;62;323;2004;65,3;4441;26245;22,9;8297;45793;12,5;19927;107675;9;21911;131148;12,9;105920;584027;7,8;250800;1357462;3,4;EB2230599;eur;
2015099;VENDREDI;11/12/2015;10/02/2016;43;5;21;3;40;11;6;-3-5-21-40-43-;-6-11-;0;0;0;1;2;841042,8;2;10;56069,5;8;40;7008,6;165;981;250;406;2278;107,6;412;2270;77,1;5991;32520;24,7;8097;46327;16,6;19980;108715;11,9;32430;173412;13,1;129681;699462;8,8;312860;1631715;3,8;PK1704840;eur;
2015098;MARDI   ;08/12/2015;07/02/2016;48;29;12;38;17;9;11;-12-17-29-38-48-;-9-11-;0;0;0;1;7;153645,2;1;6;59750,9;6;36;4979,2;153;771;203,4;349;1691;92,7;259;1551;72,2;3962;22068;23,3;6405;32738;15;15011;72476;11,4;20632;115827;12,5;91496;466958;8,4;215077;1042751;3,8;SX3093706;eur;
2015097;VENDREDI;04/12/2015;03/02/2016;17;27;18;39;8;7;1;-8-17-18-27-39-;-1-7-;0;0;0;0;5;322433,9;3;12;44782,4;26;97;2770;360;1616;145,4;721;3634;64,6;810;3366;49,8;11115;46973;16,4;13290;63112;11,7;25586;127874;9,7;51482;222423;9,8;176064;839364;7;319910;1627033;3,7;PO3338449;eur;
2015096;MARDI   ;01/12/2015;31/01/2016;35;15;45;25;2;10;8;-2-15-25-35-45-;-8-10-;0;0;0;0;8;137599,8;2;15;24462,2;15;84;2184,1;395;2982;53,8;900;7136;22,4;275;1599;71,7;3685;21986;23,9;5158;31970;15,7;11966;71395;11,8;21555;119550;12,4;77183;442121;9,1;178091;992606;4,1;HY9126816;eur;
2015095;VENDREDI;27/11/2015;27/01/2016;50;16;30;37;29;6;8;-16-29-30-37-50-;-6-8-;0;0;0;1;6;279492,3;1;4;139746,1;20;51;5480,2;228;1059;230,9;444;1958;124,9;590;2614;66,8;9371;40704;19,7;10658;47307;16,2;20545;91267;14,1;52486;224070;10,1;164161;728793;8,4;317256;1405667;4,4;JN1562187,CL0730633,VM7514803,GX2760007,TT5010478;eur;
2015094;MARDI   ;24/11/2015;24/01/2016;26;14;17;9;16;10;11;-9-14-16-17-26-;-10-11-;0;0;0;0;3;360953;1;11;32813,9;8;29;6223,3;163;669;236;492;2116;74,6;345;1525;73,9;4291;21105;24,5;6806;29160;17;21959;92421;9;23031;111558;13,1;95980;418681;9,4;288953;1231587;3,2;BG9499109,KL3990317,SZ9642763,GH2434739,CI2039927;eur;
2015093;VENDREDI;20/11/2015;20/01/2016;34;49;30;46;4;8;7;-4-30-34-46-49-;-7-8-;0;1;163553041;1;8;355600,1;0;8;118533,3;12;82;5782,1;187;1517;273,4;403;3018;137,4;535;3915;75,6;9052;58928;23,1;11372;76686;17;20798;143708;15,2;54858;341517;11,2;190661;1206195;8,6;336237;2214422;4,8;UJ4158337;eur;
2015092;MARDI   ;17/11/2015;17/01/2016;6;37;23;38;7;11;10;-6-7-23-37-38-;-10-11-;0;0;0;1;2;1028955,2;0;9;76218,9;5;54;6351,5;129;1167;257,1;360;2760;108,7;369;2915;73,5;5849;43168;22,8;7819;55345;17;20976;142610;11,1;31183;229746;12,1;119526;818871;9,2;325664;2119579;3,6;SJ9085776;eur;
2015091;VENDREDI;13/11/2015;13/01/2016;33;10;18;40;17;8;2;-10-17-18-33-40-;-2-8-;0;0;0;1;5;566130,1;4;18;52419,4;34;165;2859,2;534;2144;192,5;1082;4203;98,2;1585;6538;45;22659;93702;14,4;22154;93404;13,8;44109;181843;11,9;117071;482173;7,9;321394;1347905;7,7;633372;2651614;4;GS0033261;eur;
2015090;MARDI   ;10/11/2015;10/01/2016;43;39;13;6;18;2;8;-6-13-18-39-43-;-2-8-;0;0;0;0;4;449898,3;5;9;66651,6;6;65;4614,3;266;1301;201,7;485;2485;105,6;812;4016;46,6;10855;56501;15,2;10890;57202;14,4;21186;113401;12,2;56108;294157;8,2;159376;833139;7,9;317748;1661907;4;JL9598701;eur;
2015089;VENDREDI;06/11/2015;06/01/2016;26;40;38;17;3;4;10;-3-17-26-38-40-;-4-10-;0;0;0;1;8;328233,5;0;15;58352,6;23;99;4420,6;349;1860;205,8;864;4306;88,9;841;3744;73;11607;53611;23,4;15715;76936;15,6;34945;174064;11,6;61192;280354;12,6;232228;1106167;8,7;518399;2480331;3,9;BM3372109;eur;
2015088;MARDI   ;03/11/2015;03/01/2016;39;27;49;8;46;2;6;-8-27-39-46-49-;-2-6-;0;0;0;0;3;374555,4;2;4;93638,8;10;43;4355,2;114;703;233;230;1365;120;366;1900;61,6;5455;27897;19,3;5747;31026;16,5;11559;63383;13,6;31404;160055;9,5;87595;462953;8,8;172544;945595;4,4;AF3333746;eur;
2015087;VENDREDI;30/10/2015;30/12/2015;34;13;17;8;21;6;7;-8-13-17-21-34-;-6-7-;0;0;0;3;8;192934,8;0;11;46772;15;72;3572,8;380;1859;121;615;3579;62,8;630;3127;51,4;7806;40500;18,2;14153;70989;9,9;22494;119843;9,9;37278;199968;10,4;176213;879197;6,4;284704;1528544;3,7;LS9806528;eur;
2015086;MARDI   ;27/10/2015;27/12/2015;11;20;25;36;12;9;6;-11-12-20-25-36-;-6-9-;0;0;0;0;0;0;2;9;147157,1;11;43;3850;127;732;197,8;289;1371;105,6;384;1960;52,7;5306;28335;16,7;6492;33313;13,6;12623;64846;11,8;25905;143347;9,3;93309;484966;7,5;182274;947171;3,9;NT6207388;eur;
2015085;VENDREDI;23/10/2015;23/12/2015;25;7;32;39;30;2;8;-7-25-30-32-39-;-2-8-;0;0;0;0;3;467506,1;0;7;66786,5;14;72;3246,5;135;862;237,2;321;1839;111,2;567;3017;48,4;8140;43635;15,4;7735;43039;14,9;15370;86704;12,4;45845;238767;7,9;117057;644261;7,9;230582;1277633;4,1;TH1517291;eur;
2015084;MARDI   ;20/10/2015;20/12/2015;21;19;30;45;17;8;10;-17-19-21-30-45-;-8-10-;0;0;0;1;2;471021,7;4;14;22429,6;8;28;5607,4;113;685;200,5;269;1494;91,9;277;1506;65,1;3623;20380;22,1;5432;30320;14,2;12744;67719;10,7;18070;103167;12,3;76627;418344;8,2;178260;948557;3,7;QB1218580;eur;
2015083;VENDREDI;16/10/2015;16/12/2015;28;43;7;48;29;3;10;-7-28-29-43-48-;-3-10-;0;0;0;0;2;672570,7;0;1;448380,5;6;42;5337,8;112;730;268,7;309;1645;119,2;401;1945;72;5800;28313;22,7;7157;37850;16,2;15437;81344;12,7;30707;152561;11,9;112703;575082;8,5;247469;1246368;4;QC5401120;eur;
2015082;MARDI   ;13/10/2015;13/12/2015;26;15;12;47;29;11;3;-12-15-26-29-47-;-3-11-;0;2;15439214;0;1;973754,6;2;9;36064,9;7;35;4636,9;156;767;185,1;345;1620;87,6;276;1334;76;3683;18836;24,7;6333;31597;14,1;13903;67695;11;19104;98485;13,3;86603;438890;8,1;192470;938809;3,8;SA4396602;eur;
2015081;VENDREDI;09/10/2015;09/12/2015;43;42;47;40;1;9;11;-1-40-42-43-47-;-9-11-;0;0;0;0;1;1408009,2;0;6;78222,7;3;30;7822,2;118;629;326,4;244;1352;151,8;266;1633;89,8;4133;24316;27,7;5381;30395;21,2;11762;63257;17,1;24121;139376;13,6;88828;483049;10,6;194894;1024163;5,1;RM1484338;eur;
2015080;MARDI   ;06/10/2015;06/12/2015;22;32;29;11;20;1;8;-11-20-22-29-32-;-1-8-;0;0;0;0;3;309701,6;3;10;30970,1;10;29;5339,6;139;700;193,5;298;1503;90,1;351;1656;58,4;4960;23382;19;6149;31700;13,4;13385;66943;10,6;24518;119192;10,5;87249;439724;7,7;183891;917868;3,7;PM4697252;eur;
2015079;VENDREDI;02/10/2015;02/12/2015;21;35;7;32;18;11;2;-7-18-21-32-35-;-2-11-;0;1;15000000;3;14;104310,1;2;14;34770;15;57;4270;304;1306;163;679;3006;70,8;573;2201;69,1;7797;29987;23,3;11966;50531;13,2;27690;118462;9,5;39514;152159;12,9;161699;646910;8,2;363631;1468932;3,7;RD3972243,EV0328986,PW1874907,JH1794407,CR7290800;eur;
2015078;MARDI   ;29/09/2015;29/11/2015;14;49;26;11;29;3;9;-11-14-26-29-49-;-3-9-;0;1;15000000;1;5;198039,5;5;9;36673,9;13;72;2292,1;212;902;160;461;1787;80,8;625;2389;43,1;8546;32880;14,4;9460;36376;12,4;17355;67897;11,2;41464;165578;8;126517;497321;7,3;236019;914887;4;AX6440044,IR3890091,SF6339928,JQ4272372,IV4690000;eur;
2015077;VENDREDI;25/09/2015;25/11/2015;14;37;30;13;23;8;2;-13-14-23-30-37-;-2-8-;0;1;47772431;0;4;388048,7;0;6;86233;21;92;2811,9;196;1162;194,8;441;2289;98,8;660;3767;42,9;9849;52512;14,1;10031;53922;13,1;19779;106969;11,1;49356;264106;7,9;140796;771174;7,3;277334;1524509;3,8;ND8154113;eur;
2015076;MARDI   ;22/09/2015;22/11/2015;27;14;23;29;26;7;10;-14-23-26-27-29-;-7-10-;0;0;0;1;3;331822,5;3;13;25524,8;3;36;4608,6;176;907;160;350;1830;79,3;384;1875;55,3;4184;21915;21,7;6978;36324;12,5;13962;75026;10,2;21773;111094;12,1;93267;488041;7,4;185281;1004568;3,7;LA0535384;eur;
2015075;VENDREDI;18/09/2015;18/11/2015;39;34;33;7;29;8;7;-7-29-33-34-39-;-7-8-;0;0;0;1;2;704194,7;1;6;78243,8;7;37;6344;141;839;244,8;220;1412;145,4;348;2165;67,7;5908;32544;20,7;7562;44608;14,4;12582;76655;14,1;33516;174925;10,9;132352;710040;7,2;210698;1185018;4,4;RP7120872;eur;
2015074;MARDI   ;15/09/2015;15/11/2015;44;8;15;17;49;5;8;-8-15-17-44-49-;-5-8-;0;0;0;2;6;159968,7;2;8;39992,1;6;45;3554,8;124;681;205,5;241;1146;122,1;554;2598;38,4;6935;37129;12,3;6425;33120;13,2;11465;56952;12,9;33647;187082;6,9;91208;484230;7,2;167605;850317;4,2;ES3857648;eur;
2015073;VENDREDI;11/09/2015;11/11/2015;19;50;10;29;18;9;1;-10-18-19-29-50-;-1-9-;0;0;0;1;7;190674,5;1;4;111226,8;13;71;3133,1;191;973;200;401;1923;101,2;612;2889;48,1;8797;40214;15,9;9221;44496;13,7;18832;89840;11,4;42288;193953;9,3;132485;639525;7,6;270087;1316622;3,8;TV2280154;eur;
2015072;MARDI   ;08/09/2015;08/11/2015;42;14;40;39;16;1;4;-14-16-39-40-42-;-1-4-;0;1;30904640;0;3;328474,6;1;4;82118,6;6;30;5474,5;113;534;269,1;205;1139;126,1;225;1312;78,2;3624;20020;23,5;4518;24812;18,2;8987;51892;14,6;21078;111252;11,9;70461;384077;9,4;144117;819515;4,5;OB1564862;eur;
2015071;VENDREDI;04/09/2015;04/11/2015;27;8;45;9;50;8;10;-8-9-27-45-50-;-8-10-;0;0;0;0;3;466757,2;4;9;51861,9;10;45;5186,1;154;875;233,3;320;1810;112,8;332;1956;74,5;4934;27553;24,3;7519;41415;15,4;17368;90468;11,9;27364;148111;12,8;116428;606107;8,4;267367;1335364;3,9;VQ6437022;eur;
2015070;MARDI   ;01/09/2015;01/11/2015;6;27;45;19;21;8;1;-6-19-21-27-45-;-1-8-;0;0;0;0;3;303314,4;2;4;75828,6;11;38;3990,9;162;736;180,2;302;1459;90,9;381;1729;54,8;4962;24564;17,7;6265;31637;13,1;13291;66699;10,5;24616;123122;10;84707;436055;7,6;176547;913079;3,7;IC0758469;eur;
2015069;VENDREDI;28/08/2015;28/10/2015;11;34;30;29;31;4;7;-11-29-30-31-34-;-4-7-;0;1;15000000;0;4;353872,6;1;3;157276,7;10;67;3521,1;145;842;245,1;265;1555;132,7;484;2931;50,3;8422;44050;15,3;7344;43582;14,8;12828;80552;13,5;47380;234686;8,1;116899;657972;7,8;205598;1221965;4,3;TN6440915;eur;
2015068;MARDI   ;25/08/2015;25/10/2015;31;33;50;27;42;5;2;-27-31-33-42-50-;-2-5-;0;1;30507122;1;2;489052,3;0;2;163017,4;5;32;5094,2;93;531;268,6;161;1068;133,5;257;1602;63,5;4449;26751;17,5;4554;27962;16;8476;52047;14,4;26266;155305;8,5;72158;437062;8,2;135165;798272;4,5;SQ6305256;eur;
2015067;VENDREDI;21/08/2015;21/10/2015;47;4;16;18;43;10;6;-4-16-18-43-47-;-6-10-;0;0;0;2;6;224660,6;0;8;56165,1;10;41;5479,5;121;761;258,3;262;1653;118,9;276;1654;84,8;4231;25318;25,5;5936;33467;18,4;13588;75930;13,6;23294;139614;13;92929;515122;9,5;220209;1192195;4,2;ED8410087;eur;
2015066;MARDI   ;18/08/2015;18/10/2015;7;10;19;12;11;2;9;-7-10-11-12-19-;-2-9-;0;0;0;2;4;226425,6;1;12;25158,4;16;73;2067,8;355;1230;107,3;669;2455;53,8;708;2638;35,7;7027;31987;13,5;11077;47085;8,8;21240;88671;7,8;27388;138070;8,8;118401;561734;5,9;221039;1050964;3,2;JU0609357;eur;
2015065;VENDREDI;14/08/2015;14/10/2015;45;4;44;7;39;3;5;-4-7-39-44-45-;-3-5-;0;1;40297743;2;7;206760,3;2;7;68920,1;5;46;5243,9;122;781;270,2;282;1586;133;456;2706;55,7;8612;52937;13,1;7260;42501;15,6;14067;78591;14,1;48504;274294;7,1;125293;701848;7,5;229960;1235579;4,3;TT4506514;eur;
2015064;MARDI   ;11/08/2015;11/10/2015;2;16;3;15;8;4;11;-2-3-8-15-16-;-4-11-;0;0;0;0;6;163964,5;3;9;36436,5;6;36;4554,5;165;748;191,8;449;2009;71,4;219;1319;77,6;3400;19272;24,4;6708;33438;13,4;16647;80463;9,4;16480;98665;13,5;81750;440790;8,1;205120;1073765;3,4;KN8987625;eur;
2015063;VENDREDI;07/08/2015;07/10/2015;1;5;21;44;39;4;11;-1-5-21-39-44-;-4-11-;0;0;0;0;1;1363551;1;7;64931;8;34;6684;125;768;258,9;298;1699;117;269;1697;83,6;4329;25419;25,7;6465;36640;17;16092;86872;12;23330;134976;13,6;103333;561825;8,8;253029;1330287;3,8;DB0702829;eur;
2015062;MARDI   ;04/08/2015;04/10/2015;50;15;39;10;45;10;9;-10-15-39-45-50-;-9-10-;0;0;0;0;2;458091,3;0;7;43627,7;3;22;6940,7;84;579;230,7;180;1089;122,6;165;1198;79,6;2654;17196;25,5;4151;25948;16,1;8453;52755;13,3;14361;88626;13,9;66291;385410;8,7;142392;811747;4,2;AQ3015620;eur;
2015061;VENDREDI;31/07/2015;30/09/2015;34;21;16;50;40;6;9;-16-21-34-40-50-;-6-9-;1;1;24939216;0;4;372720,5;2;10;49696;7;63;3944,1;118;908;239,4;219;1653;131,5;326;2347;66,1;5509;36017;19,8;5842;41102;16,6;11329;79748;14,4;32781;201015;10;100770;633773;8,6;191292;1229417;4,5;GG8996222;eur;
2015060;MARDI   ;28/07/2015;27/09/2015;36;23;49;43;32;8;7;-23-32-36-43-49-;-7-8-;0;0;0;0;3;306673,6;1;7;43810,5;4;28;5476,3;110;603;222,5;161;995;134,8;196;1246;76,9;2966;18609;23,6;4551;27029;15,6;7838;47485;14,9;18286;104659;11,9;69299;403017;8,3;116572;701406;4,9;VB3368138;eur;
2015059;VENDREDI;24/07/2015;23/09/2015;21;46;2;9;35;2;11;-2-9-21-35-46-;-2-11-;1;1;40468528;3;8;182139,7;1;14;34693,2;7;48;5059,4;173;986;215,5;400;2125;99,9;440;2362;64,2;5799;31970;21,8;7619;42752;15,6;15834;88891;12,6;29308;164891;11,9;110521;616908;8,6;234200;1304557;4,1;EW3326560;eur;
2015058;MARDI   ;21/07/2015;20/09/2015;14;29;44;27;20;10;7;-14-20-27-29-44-;-7-10-;0;0;0;0;0;0;2;6;217974;4;19;8604,2;140;673;212,5;282;1492;95,8;289;1477;69,1;4019;20922;22,4;6446;32707;13,7;12379;66621;11,3;20025;106452;12,4;87153;460154;7,8;171690;942249;3,9;US4539393;eur;
2015057;VENDREDI;17/07/2015;16/09/2015;21;48;22;1;43;9;7;-1-21-22-43-48-;-7-9-;0;0;0;0;3;460759,2;0;3;153586,4;6;40;5759,4;161;870;231,7;212;1507;133,7;437;2192;65,6;7223;36171;18,3;6738;37794;16,7;11843;70521;15,1;43173;212281;8,8;114604;614982;8,2;200119;1112061;4,6;SO3754337;eur;
2015056;MARDI   ;14/07/2015;13/09/2015;34;18;36;19;6;1;8;-6-18-19-34-36-;-1-8-;0;0;0;1;3;303065,5;1;4;75766,3;9;46;3294,1;79;567;233,8;165;1099;120,6;247;1443;65,6;3618;21440;20,3;4117;26247;15,8;8454;54317;12,9;19843;113904;10,8;65090;395479;8,4;135517;823937;4,1;CR7709124;eur;
2015055;VENDREDI;10/07/2015;09/09/2015;35;8;15;5;41;5;4;-5-8-15-35-41-;-4-5-;0;1;40998254;1;3;496041;0;10;49604,1;8;52;4769,6;230;1240;175;355;2017;107,5;521;2856;54,2;7061;36467;19,5;10925;61361;11,1;16653;93125;12,3;36808;191325;10,5;146135;772206;7;247090;1298084;4,2;FF8562667;eur;
2015054;MARDI   ;07/07/2015;06/09/2015;7;41;33;18;6;10;3;-6-7-18-33-41-;-3-10-;0;0;0;0;3;333957,5;1;10;33395,7;5;25;6679,1;130;656;222,7;332;1521;96;300;1491;69,9;4128;21591;22,2;5460;30288;15,1;12331;65727;11,7;22036;115185;11,7;82757;448497;8,1;184656;970241;3,8;DU0480832;eur;
2015053;VENDREDI;03/07/2015;02/09/2015;11;18;44;15;12;3;9;-11-12-15-18-44-;-3-9-;0;0;0;0;1;1409742,2;3;8;58739,2;12;56;4195,6;203;989;207,8;371;1939;106;737;3225;45,5;10700;48674;13,8;10658;50009;12,9;19795;92946;11,6;51578;247360;7,7;152251;740648;6,9;281556;1370056;3,8;BO3264249;eur;
2015052;MARDI   ;30/06/2015;30/08/2015;11;28;15;34;37;1;8;-11-15-28-34-37-;-1-8-;0;0;0;0;4;234718,8;0;4;78239,6;6;33;4741,7;111;668;204,9;233;1355;101;307;1469;66,5;4187;21665;20,7;5131;29007;14,8;11164;61142;11,8;22046;117039;10,8;76489;419167;8,2;159066;873735;4;DG9258720;eur;
2015051;VENDREDI;26/06/2015;26/08/2015;10;19;6;3;24;5;7;-3-6-10-19-24-;-5-7-;0;1;25263266;7;19;81025,7;5;19;27008,5;50;152;1688;561;2248;99,8;922;3837;58,5;1387;5787;27,7;13810;67297;10,9;16914;75975;9,2;28717;130123;9,1;59420;312470;6,6;181066;904661;6,2;302223;1540206;3,7;DT4702204;eur;
2015050;MARDI   ;23/06/2015;23/08/2015;16;38;4;22;49;6;9;-4-16-22-38-49-;-6-9-;0;0;0;0;8;118789,9;1;8;39596,6;6;32;4949,5;117;676;205;229;1390;99,7;263;1611;61,4;4302;23683;19,2;5266;29142;14,9;10511;58749;12,4;23280;127279;10,1;77962;423051;8,2;157129;852783;4,1;UA7783989;eur;
2015049;VENDREDI;19/06/2015;19/08/2015;7;14;20;31;42;9;3;-7-14-20-31-42-;-3-9-;0;1;24835107;2;12;122938,8;3;12;40979,6;15;89;2762,6;254;1392;154,5;472;2396;89,7;713;3432;44,7;9696;46248;15,2;10788;53558;12,6;20766;101126;11,2;49321;236863;8,4;146953;726684;7,4;276756;1362921;4;AQ7071951;eur;
2015048;MARDI   ;16/06/2015;16/08/2015;15;10;36;16;37;3;9;-10-15-16-36-37-;-3-9-;0;0;0;0;1;1007623;0;2;167937,1;10;35;4798,2;97;566;259,6;170;1136;129,3;296;1628;64,4;5512;27776;17,3;5092;27234;16,9;10132;53383;14,5;31881;157768;8,6;85917;450891;8,1;170476;864826;4,3;CF8854025;eur;
2015047;VENDREDI;12/06/2015;12/08/2015;11;10;37;5;8;9;7;-5-8-10-11-37-;-7-9-;0;1;129204405;2;8;319955,4;2;10;85321,4;32;122;3496,7;533;2158;172,9;1097;4537;82,2;1368;5641;47,2;17418;77391;15,8;22026;96955;12,1;42262;186751;10,5;81602;387954;8,9;287097;1344197;6,9;520467;2496652;3,8;AS2470600;eur;
